姓,名,メールアドレス,状態,開始日時,受験完了,所要時間,評点/10.00,"解答 1","解答 2","解答 3","解答 4","解答 5","解答 6","解答 7","解答 8","解答 9"
Math2021,S016,s016@example.com,終了,"2021年 06月 27日 10:44","2021年 06月 27日 11:22","38 分 23 秒",3.33,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: sqrt(x^3+1)/6+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-T","Seed: 1; ans1: (log(x)^3)/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(3*x)/16+3*sin(x)/4+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; prt1: !","Seed: 1; ans1: x/2-sin(2*x)/4+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (x^2*ln(x))/2+x^2/4+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-T","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S016,s016@example.com,終了,"2021年 06月 27日 11:25","2021年 06月 27日 12:02","37 分 8 秒",6.67,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*sqrt(x^3+1)/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (log(x)^3)/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-(sin(x))^3/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(abs(cos(x)-1))/2-ln(abs(cos(x)+1))+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: x/2-sin(2*x)/4+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (x^2-x)*ln(x)-x^2/2+x+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: (x^2-2*x+2)*e^(-x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S016,s016@example.com,終了,"2021年 06月 27日 12:08","2021年 06月 27日 12:14","6 分 33 秒",8.78,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*sqrt(x^3+1)/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (log(x)^3)/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-(sin(x))^3/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (ln(abs(cos(x)-1))-ln(abs(cos(x)+1)))/2+C [score]; prt1: # = 1 | ATInt_EqFormalDiff. | prt1-1-F | prt1-2-T","Seed: 1; ans1: x/2-sin(2*x)/4+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: x^2*ln(x)/2-x^2/4 [score]; prt1: # = 0.9 | ATInt_const. | prt1-1-F | prt1-2-T","Seed: 1; ans1: (x^2-2*x+2)*e^(-x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S016,s016@example.com,終了,"2021年 06月 27日 12:14","2021年 06月 27日 12:25","10 分 51 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*sqrt(x^3+1)/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (log(x)^3)/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-(sin(x))^3/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (ln(abs(cos(x)-1))-ln(abs(cos(x)+1)))/2+C [score]; prt1: # = 1 | ATInt_EqFormalDiff. | prt1-1-F | prt1-2-T","Seed: 1; ans1: x/2-sin(2*x)/4+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: x^2*ln(x)/2-x^2/4+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -x^2*e^(-x)-2*x*e^(-x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S016,s016@example.com,終了,"2021年 06月 27日 12:26","2021年 06月 27日 12:27","1 分 19 秒",10.00,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*sqrt(x^3+1)/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (log(x)^3)/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-(sin(x))^3/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (ln(abs(cos(x)-1))-ln(abs(cos(x)+1)))/2+C [score]; prt1: # = 1 | ATInt_EqFormalDiff. | prt1-1-F | prt1-2-T","Seed: 1; ans1: x/2-sin(2*x)/4+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: x^2*ln(x)/2-x^2/4+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -x^2*e^(-x)-2*x*e^(-x)-2*e^(-x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S082,s082@example.com,終了,"2021年 06月 27日 15:12","2021年 06月 27日 16:12","59 分 57 秒",7.78,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/6*(x^3+1)^2+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: 1/3*(log(x))^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/12*sin(3*x)+3/4*sin(x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -1/2*(ln*abs((1+cos(x))/(1-cos(x))))+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(x^2+2*x+2)*e^(-x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -acos(1/2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S012,s012@example.com,終了,"2021年 06月 27日 15:46","2021年 06月 30日 17:35","3 日 1 時間",6.67,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*sqrt(x^3+1)/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (sin(x)/2)*(x+sin(2*x)/2)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: -1/cos(x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(x)*cos(x)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; ans1: 1/4*x^2*(2*log(x)-1)+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^-x*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S082,s082@example.com,終了,"2021年 06月 27日 16:15","2021年 06月 27日 16:20","4 分 31 秒",8.89,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*(log(x))^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/12*sin(3*x)+3/4*sin(x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -(ln(1/tan(x)+1/sin(x)))+C [score]; prt1: # = 0 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-T","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(x^2+2*x+2)*e^(-x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -acos(1/2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S082,s082@example.com,終了,"2021年 06月 27日 16:21","2021年 06月 27日 16:22","1 分 14 秒",8.89,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*(log(x))^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/12*sin(3*x)+3/4*sin(x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln*abs(tan(x/2))+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/4*x^2*(2*ln(x)-1)+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(x^2+2*x+2)*e^(-x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: -acos(1/2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S010,s010@example.com,終了,"2021年 06月 27日 18:50","2021年 06月 27日 18:50","22 秒",2.22,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*t^(1/2)+C [score]; prt1: # = 0 | ATInt_generic. ATInt_var_SB_notSA. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: 1/3*ln(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S010,s010@example.com,終了,"2021年 06月 27日 18:51","2021年 06月 27日 19:02","10 分 42 秒",3.33,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: cos(x)*(x-1)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S010,s010@example.com,終了,"2021年 06月 27日 20:05","2021年 06月 27日 20:49","43 分 50 秒",5.56,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/3*(sin(x)*cos(x)^2+2*sin(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(abs(sin(x)^2))+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S010,s010@example.com,終了,"2021年 06月 27日 20:49","2021年 06月 27日 20:53","3 分 35 秒",5.56,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/3*(sin(x)*cos(x)^2+2*sin(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*(ln(abs(t-1))-ln(abs(t+1)))+C [score]; prt1: # = 0 | ATInt_generic. ATInt_logabs. ATInt_var_SB_notSA. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S010,s010@example.com,終了,"2021年 06月 27日 20:54","2021年 06月 27日 20:58","3 分 41 秒",6.67,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/3*(sin(x)*cos(x)^2+2*sin(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*(ln(abs(cos(x)-1))-ln(abs(cos(x)+1)))+C [score]; prt1: # = 1 | ATInt_EqFormalDiff. | prt1-1-F | prt1-2-T","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !","Seed: 1; prt1: !","Seed: 1; prt1: !"
Math2021,S010,s010@example.com,終了,"2021年 06月 27日 20:58","2021年 06月 27日 21:08","10 分",7.67,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/3*(sin(x)*cos(x)^2+2*sin(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*(ln(abs(cos(x)-1))-ln(abs(cos(x)+1)))+C [score]; prt1: # = 1 | ATInt_EqFormalDiff. | prt1-1-F | prt1-2-T","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*x^2*ln(x)-1/4*x^2 [score]; prt1: # = 0.9 | ATInt_const. | prt1-1-F | prt1-2-T","Seed: 1; ans1: e^(-x)*(-x^2-2*x+2)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F","Seed: 1; prt1: !"
Math2021,S010,s010@example.com,終了,"2021年 06月 27日 21:08","2021年 06月 27日 21:17","8 分 29 秒",8.78,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/3*(sin(x)*cos(x)^2+2*sin(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*(ln(abs(cos(x)-1))-ln(abs(cos(x)+1)))+C [score]; prt1: # = 1 | ATInt_EqFormalDiff. | prt1-1-F | prt1-2-T","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*x^2*ln(x)-1/4*x^2+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2) [score]; prt1: # = 0.9 | ATInt_const. | prt1-1-F | prt1-2-T","Seed: 1; ans1: (-1/x)*(4-x^2)^1/2+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F"
Math2021,S010,s010@example.com,終了,"2021年 06月 27日 21:17","2021年 06月 27日 21:33","15 分 25 秒",8.89,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/3*(sin(x)*cos(x)^2+2*sin(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*(ln(abs(cos(x)-1))-ln(abs(cos(x)+1)))+C [score]; prt1: # = 1 | ATInt_EqFormalDiff. | prt1-1-F | prt1-2-T","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*x^2*ln(x)-1/4*x^2+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !"
Math2021,S096,s096@example.com,終了,"2021年 06月 27日 21:27","2021年 07月 1日 08:45","3 日 11 時間",10.00,"Seed: 1; ans1: (1/15)*(3*x+2)^5+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2/3)*(x^3+1)^(1/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (log(x))^3/3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (1/12)*(9*sin(x)+sin(3*x))+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: log(abs(tan(x/2)))+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (1/2)*(x-sin(x)*cos(x))+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (1/2)*x^2*(log(x)-1/2)+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: e^(-x)*(-x^2-2*x-2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S023,s023@example.com,終了,"2021年 06月 28日 11:09","2021年 06月 28日 11:23","14 分 28 秒",7.78,"Seed: 1; ans1: (3*x+2)^5/15+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(abs(csc(x)-cot(x)))+c [score]; prt1: # = 0 | ATInt_EqFormalDiff. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*ln(x)*x^2-1/4*x^2+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -x^2*e^(-x)+2*(x*(-e^(-x))-e^(-x))+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ac*sin(1/2*x)+c [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F"
Math2021,S023,s023@example.com,終了,"2021年 06月 28日 11:24","2021年 06月 28日 11:29","5 分 13 秒",8.89,"Seed: 1; ans1: (3*x+2)^5/15+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*sqrt(x^3+1)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: sin(x)-1/3*sin(x)^3+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(tan(x/2))+c [score]; prt1: # = 0 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | ATAlgEquiv_WrongCase. | prt1-5-F | prt1-6-F","Seed: 1; ans1: 1/2*x-1/4*sin(2*x)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*ln(x)*x^2-1/4*x^2+c [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -x^2*e^(-x)+2*(x*(-e^(-x))-e^(-x))+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+c [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S010,s010@example.com,終了,"2021年 06月 28日 12:05","2021年 06月 28日 12:31","25 分 42 秒",10.00,"Seed: 1; ans1: 1/15*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2/3*(x^3+1)^(1/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/3*ln(x)^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: 1/3*(sin(x)*cos(x)^2+2*sin(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*(ln(abs(cos(x)-1))-ln(abs(cos(x)+1)))+C [score]; prt1: # = 1 | ATInt_EqFormalDiff. | prt1-1-F | prt1-2-T","Seed: 1; ans1: 1/2*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 1/2*x^2*ln(x)-1/4*x^2+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -e^(-x)*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S020,s020@example.com,終了,"2021年 06月 28日 12:15","2021年 06月 30日 14:29","2 日 2 時間",6.67,"Seed: 1; ans1: (1/15)*(3*x+2)^5+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: 2*(x^3+1)^(1/2)/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: ln(x)^3/3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (1/9)*(9*sin(x)+sin(3*x)) [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; prt1: !","Seed: 1; ans1: (1/2)*(x-sin(x)*cos(x))+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: x^2*(2*ln(x)-1)+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: -e^-x*(x^2+2*x+2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: asin(x/2)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T"
Math2021,S044,s044@example.com,終了,"2021年 06月 28日 14:26","2021年 06月 28日 16:51","2 時間 25 分",7.78,"Seed: 1; ans1: (3*x+2)^5/15+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (2*(x^3+1)^(1/2))/3+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (1/3)*(ln(x))^3+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: (sin(x))^4/12+C [score]; prt1: # = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F","Seed: 1; ans1: (ln((1-cos(x))/(1+cos(x))))/2+C [score]; prt1: # = 1 | ATInt_EqFormalDiff. ATInt_logabs. | prt1-1-F | prt1-2-T","Seed: 1; ans1: (1/2)*x-(1/4)*sin(2*x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; ans1: (1/2)*x^2*ln(x)-(1/4)*x^2+C [score]; prt1: # = 1 | ATInt_true_equiv. | prt1-1-T","Seed: 1; ans1: -(x^2+2*x+2)*(e^-x)+C [score]; prt1: # = 1 | ATInt_true. | prt1-1-T","Seed: 1; prt1: !"
